,country,country_code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
23,"Bahamas, The",BHS,,,,,,,,,,,5417.58828932717,5541.67469270898,6151.86548195198,6636.06611685573,7689.93822928255,8618.76410992399,8983.22101778345,9802.41390496006,10082.4614288121,10997.1826846675,10973.567030890501,10609.1711725455,10747.687535783101,10278.6383831601,10555.8338279159,13109.9327053634,14916.495283042299,20285.3991425879,21538.955322011498,24099.7333061853,24840.0428543965,25046.798795002796,26397.6465148372,25952.4163168091,25979.955573389903,27718.5298437423,27903.480075602,28657.513001979103,28278.4868672977,26081.6698310894,25770.0045961625,25452.3932379969,27202.280638030097,26641.057048014703,26501.0116798555,27332.3296887491,27696.1747411213,29372.0508485513,29629.285182111802,31439.336110222997
24,Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,237.09463769236197,377.966897051056,644.492390262808,870.95870936271,1249.1657499382302,1359.7396099018301,1504.42943375543,1538.16043207893,1741.39138285968,2140.65366283059,2640.90664028005,2792.0318897765997,3162.28663851693,3777.1655792846295,4655.58837873837,4274.48545156928,4051.1520261828296,4338.66764049538,3991.2968489696505,4323.6926792255,4414.4054218538395,3925.67726248935,4156.48269399843,4513.78680118397,5071.97432561427,5113.447455428271
25,Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,1381.4968933767498,1332.74084786497,1216.90695331166,1131.9714748010601,1198.74091385888,1141.69552639451,1242.74516667283,990.064666146183,1051.38356740565,1031.49134433374,1227.86388407199,1516.25989995116,1969.8577765379,2589.8786023114103,3175.46179394492,3878.4142061667208,5199.674689049521,4357.60892491555,4845.1796040842,5168.71295295383,5504.98860467135,6232.92988978766,6571.783965403871,4641.47502419255,3922.6226073925895,4527.9011117453,4975.78581370886,5283.9444817863105
26,Belize,BLZ,,,,,,,,,,,1283.27432544362,1234.29952378444,1083.27871507117,1106.64057947982,1192.3495871594698,1135.05899726413,1236.57532850855,1467.53834165827,1633.2923391783,1832.6428195201102,2016.11291188922,2126.02921534505,2427.56844297935,2568.17747682549,2612.8319345334,2733.83567870314,2739.0472359333803,2712.02780605136,2723.28272334422,2728.04247582534,2660.95669016292,2642.4760171817497,2750.5023365863203,2782.6467053799797,2821.47087493367,2901.3206319250603,2998.8258218780497,2926.9653817807,2926.2773930345097,3100.6187939932597,2962.2482584236895,3132.51364524364,3242.91499916716,3371.6821940017103,3495.1745182607597,3767.12016337956,3761.92297844185,3757.81186331108,3572.2115798412296,3549.7162061665795
27,Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Bolivia,BOL,,,,,,,480.69706623394796,543.167283428648,605.311867364776,665.7601172324299,634.6265349104129,847.447970373885,784.907273581919,751.988566705213,853.626289838096,736.2321577619341,530.865684192425,575.430446847663,590.088967782657,588.953912646539,601.066060179347,664.117144211623,696.327334783093,695.109405274938,708.273429292131,780.2136244021941,848.0784094815131,893.841387648128,951.5481196263851,888.858473439136,862.288061299571,826.1121824488761,785.316780067213,772.6568381891949,787.537494660316,818.0671519691949,944.923343736923,1061.11697431038,1388.30984694838,1462.52034652224,1593.0218794527698,1865.17234017465,2025.8711223491198,2265.98059407913,2466.26219297142,2578.92078810224,2650.68507458969,2788.3693287818396,2936.95449813964,2986.5698110390804
29,Brazil,BRA,407.92880775290297,464.125405241333,538.891590900375,705.838395034608,912.040878557007,1038.9629787182,1248.7496050755099,1411.12515224876,1556.70546846057,1689.36416106164,1691.960665809,1841.3812857296698,1899.0464073105302,1325.6702506008999,1330.0940436470698,1378.71028716924,1651.74917158322,1798.4181481483604,1982.32334334841,2791.69141628323,2727.70692581168,3547.20570344276,2336.7686967782897,2495.84741137643,3066.896449207,4304.62740928941,4632.16342584231,4706.40590620709,4477.42145909498,3020.6056341318604,3305.51472480651,2775.61454187562,2477.7074935637397,2691.4991709519395,3164.05468596938,4165.0153536975295,5140.64587634312,6428.44416116588,7651.1613839963,7607.4054291453585,9774.81361553017,11492.0682258954,10786.6902920265,10878.546007340501,10674.815313336,7831.53981039641,7743.617810285079,8818.87225458387,7850.80355128928,7628.82844968616
30,Barbados,BRB,,,,,,,,,,,,,,,,,5303.417117927829,5803.46267301381,6163.329526332629,6863.06240983609,6787.1745057893395,6836.93904245033,6664.384221405,6965.182630198511,7218.9826838952295,7283.85001998364,7707.9435672913005,8145.0439090961,9173.23574563817,9501.63065153271,9799.33447065062,9719.36674257246,9825.27427377755,10052.1599761449,10766.3006123857,11805.0492054861,12696.2793583714,14300.6224906667,14379.8405583638,13606.795244820702,13981.6126524829,13623.5953836089,13898.5600530249,14052.380913358998,14083.911837303402,14086.707285928302,14368.719741166398,14808.9411813016,15113.4841240121,15641.5267453333
31,Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,,8988.335480455109,9539.511441298579,10913.181404334,12009.672505447601,11406.095415263,11097.9293638068,12407.477915098401,12899.494899413201,12911.6357310979,10400.8916929051,10925.146238675601,12544.515966963101,12143.182297521598,12980.319846376298,13967.029135383898,15848.9702424919,17936.6347558656,20943.467092598898,24267.6302575327,27769.153088787796,21577.3048213477,26584.390345173302,31964.255857166,33667.0745053973,33749.8539361419,32109.5873832924,25938.7769779839,24196.6169137352,24609.8520902559,23891.5025440374,24693.8753198555
32,Bhutan,BTN,,,,,,,,,,,232.59255903249402,238.60163056269698,221.58957856387298,233.813883387363,266.211841992622,268.145069508385,303.780200332285,393.483996636144,446.86532040892195,451.02018254590104,481.09951608064597,382.049171104187,367.957421901084,353.95604480900704,427.093136788199,442.370217565007,463.974442521306,550.419831779422,512.715946816726,531.973547159317,649.990450972958,696.45684790837,761.993309284258,853.917820735183,949.908979302925,1100.33175539614,1198.55146405045,1547.50903792636,1582.1022350314402,1555.9667587215602,1882.6265140132602,2124.43059632722,2083.87263509774,2055.7324182181696,2203.36468328404,2267.22020708547,2366.8092804866396,2679.37634744915,2661.52142380735,2719.83169379838
33,Botswana,BWA,,,,,,,,,,,969.652786902186,1045.84095072661,944.616495883385,989.976569912332,956.7294524354901,837.4008400478031,1012.6971206303801,1307.3517148458802,1721.3045023250597,1929.1574645053897,2494.30559944589,2602.7549123581502,2691.2540704163102,2759.86511914132,2388.44808454136,2710.78828926578,2597.86617834595,2743.9133392468802,2742.94932079938,2839.07649872442,2879.51740041285,2842.90839644264,2405.6981875279002,3008.82893215364,3422.54436634431,3969.6502129282794,3846.8539562181,4062.23304090942,4008.2520195562897,3874.6372553623796,4628.933742303479,5904.24423537089,5408.41965432475,5342.94264802097,5897.8070150002895,5149.70553463651,5070.47942234031,5545.61812072808,5799.8499188838205,5617.684648052111
34,Central African Republic,CAF,,,,,,,,,,,301.886562184737,265.54474174802897,274.302069277528,231.573318157333,220.94282773957698,298.938123514339,376.118169848221,385.691619273888,401.409956299448,388.76184199169296,446.70629891422095,417.394431921343,415.680189356946,363.711278453522,238.924526531641,307.256904018932,264.528873938297,244.163232560612,247.461018244038,253.219508747284,225.70659913776902,227.18302821695,236.80397392659802,268.135997424565,291.92336518714296,303.787613066175,326.498575119356,373.13585143328794,423.820627385479,434.520586955708,444.212427113739,490.418207960768,500.998404927992,315.510702771855,345.076347638888,310.128204868657,331.705644059922,387.537313218985,411.42792356709197,404.48031719343805
35,Canada,CAN,3442.4554887475,3789.0078530559003,4292.237822595371,4877.412119781021,5767.535880537629,6215.9213992676905,7300.170569022271,7350.309905474971,7498.928279385021,8004.236058614979,8842.45711456033,9916.57119787461,10018.8200878357,10835.216807576,11205.014963073201,11442.6521815743,11816.0859418203,13161.2467254465,15227.416020244,16653.1624909393,17217.191397716,17675.8709800686,16782.119528646297,16228.006530448798,16059.6415709876,16626.9669323917,17026.1415581887,17608.7234987097,16843.1600880566,17922.201027472198,19538.2654062418,19043.5961997747,19643.2414637749,22964.150302032,26105.6419011429,29581.9281189479,33140.4253940902,36608.7713279205,37863.1607401129,33001.1417501431,38702.434471156805,42587.8282670762,42991.1359919871,43034.9041247821,41604.7454925251,35337.8778527206,34316.4514455991,36962.0905536871,37739.0196835102,37829.4827350539
36,Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,1851.51373621582,2206.55417631642,2867.52363948717,3045.5976967919396,3007.49410917263,3315.9339905924603,3198.90596078396,3174.6343894040697,3506.87983681697,3972.7280163587798,4734.7238672229905,5675.119426225279,6728.1150184526405,7587.500376354879,9566.35997269619,11834.9550676872,9927.09434799148,10100.8091058603,11096.0372577295,10431.6176292889,11065.4465032174,11434.8453817859,10099.4717807055,10336.7210085874,11548.9669330182,13018.7357910882,13350.1645476214
37,Switzerland,CHE,3262.27122895177,3887.70182225244,4704.53142201531,6340.832086825821,7334.63766396994,8434.32287081329,8995.262102326351,9623.58662192708,13422.3657713096,15217.98858877,16132.005427858401,14861.915217772701,14921.9059156222,14820.6390464097,14272.416751428,14284.502447476201,20066.141958982,24665.3288869639,26575.592251556,24982.107610594503,31124.0477093949,31031.6431835904,31737.0476262496,30941.690698846898,33754.8752137525,39943.324450102795,38626.0180090582,34277.6355222735,35381.1231847167,34696.4627926576,32389.257119919,31658.061701731,33177.7917716046,40293.6913378006,44648.0373426104,47354.4810555456,49424.1050015267,50371.4629865711,51919.9759553986,54939.52062392481,62059.6542338721,69425.71933631459,67027.0733506237,67984.7423597956,67664.2012909888,65821.9291882292,62739.0873056742,61418.2535141194,64906.688967008704,65600.0554669657
38,Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Chile,CHL,792.8229252242551,959.3752546726781,1041.31690364608,1404.3088252425,1279.6546147103,547.495689234491,748.6515983896761,1049.11926042491,1191.00771979684,1605.9932311217801,2125.6689418901997,2514.51579543314,1711.24192830094,1298.44983324936,1213.9880079987,972.723277315648,1069.12827051154,1281.5277013454302,1457.56905777644,1644.05476543108,1860.31737519557,2189.22842064675,2690.69798746467,2895.6748303692198,3228.88955497088,4106.970267700201,4333.88918891381,4690.11473420916,4564.421886358789,4047.06743888954,4085.1745201376098,3740.2222660284297,3623.3463737431703,3735.0395093289703,4527.84969014145,5526.56088125561,6114.32900911079,6918.34024792106,7697.348845399771,7686.6716222777695,9472.91582445037,10987.732977350699,11951.249699758899,12412.3509272473,11781.374831293899,11210.3133627808,11041.6316832602,11723.2110001775,12221.5691177737,11718.5485303935
40,China,CHN,103.467989740819,109.242487398872,119.59102307243299,142.873733517542,141.533367526726,154.397521935935,138.931603904898,155.984421835484,131.96752973334,148.143133411173,151.525734191649,153.500660667575,162.737325699476,185.98197264881802,211.185635882203,251.142025956413,245.336809376716,217.484308162938,248.19027525445802,269.081567285312,271.26902551246496,289.808318833167,321.678813378342,328.13594018622797,412.044261532966,523.65388102645,608.7659207398091,671.4375801090071,707.264978440242,748.0397921503579,817.936395310234,901.674168297189,994.1798805296941,1117.38686757979,1291.5255901893302,1484.2773258110801,1768.8062732118499,2259.0374111679102,2837.6196458216305,3206.48004168102,3693.33606172008,4373.4306398629205,5070.9008248358505,5625.02437362968,6204.66943450673,6525.79660423922,6662.5560475404,7356.450661825809,8177.55697543795,8393.680725378492
41,Cote d'Ivoire,CIV,,,,,,,,,960.508918831817,1034.86559648093,1096.41422539361,847.632394957724,728.8374186797681,604.094731818021,595.408430163855,568.9243745629869,751.269468204568,783.028082009543,769.0982440823469,673.124632307399,709.079302096967,680.81147684321,710.969926423047,676.313058161633,508.09738939552,661.313671564731,721.260557350619,687.686945981527,734.293165719639,695.3909006215221,553.8909114545839,556.862623814484,598.03387655322,706.083811893318,776.701828486158,830.769161055823,827.261409753924,937.983290703533,1078.42581804275,1092.77395822491,1092.40152764258,1060.9182360557302,1110.42507621357,1263.2301827123401,1441.3512898899498,1858.68843445837,1871.26619847522,1942.95592370713,2121.08847788205,2115.3689103206198
42,Cameroon,CMR,,159.313476889797,179.88013771346598,196.81864897088798,243.793823519545,295.735338644536,321.912522408885,294.885590247014,455.156097788144,577.568716855743,550.235851663963,682.873232330337,685.7207155886,663.024525313311,674.846094727719,673.002157048444,935.568719226304,999.6890077454519,1006.32521449202,814.6010212576331,750.526049248326,832.121059295767,741.1896904064149,1010.10699290501,663.816960275562,579.421418606381,608.287786036482,608.907294023365,604.7828110160369,617.522403125852,518.591825858973,524.623003463459,576.71051329071,727.255518260258,851.760297287941,828.271905073638,869.394856763791,971.8295201961071,1091.5235409603501,1094.57458065226,1043.8082735727,1124.78128101539,1078.82488971346,1183.51264076565,1273.47186735849,1115.86626807662,1155.38672705764,1194.9698904982301,1278.04279866501,1262.06196028159
43,"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,,,,,107.534033627346,99.72087010251819,106.501126413511,111.33071435459401,110.892485193222,79.6706917972877,339.820303419891,124.254904171028,146.42068093046302,148.953247225905,167.32585141311702,187.15371549608201,220.56570593940398,246.96127652585702,266.623594153102,250.256358414812,277.623412607023,310.348409046852,340.965891112209,366.13233406649397,373.167113274634,395.991598071711,402.75066442696505,393.691232674969,461.536356575269,506.955979681762
44,"Congo, Rep.",COG,180.71885438213502,204.419092369906,246.371243251222,297.551939385419,261.86254222980597,360.164512829466,331.99596099909303,335.680351457076,345.930679441254,404.021978066645,601.1462626616599,804.5357666212269,877.7526763148339,705.228671351369,621.846426680501,602.980984272193,611.794162987665,664.657436167141,496.417179195841,403.804038456316,395.01754132943,522.749222342857,560.497183636554,230.86522925105498,268.78171924517,131.093504985869,97.6027533292379,193.63344695139,264.846397247713,177.675062823717,105.766659198644,181.47761976777198,233.785125075879,343.934057621849,264.993304316337,424.00186319278504,420.79551068179,777.660529444579,942.4602025195669,1107.39043487459,1251.57246261095,1138.42618885537,1756.44370729268,2237.7829862101103,2397.70049349364,1719.31815587634,1392.9963386679901,1298.05151683111,984.467291173714,658.038487654372
45,Colombia,COL,276.512949255058,294.75284267834,321.025213509233,377.91797090525,436.164637583203,451.86894867807,524.171173281137,666.95855462465,789.452005729622,919.41710267282,1078.3254642954,1143.853214096,1189.83860319776,1131.6422342108501,1080.23934168678,950.8545950625639,941.995747373378,932.3685340430969,1010.22811690208,961.342604476756,1142.9743965920698,1189.7819239938,1409.62319959574,1600.02541843663,1958.63103424386,2158.25862321034,2181.43450351135,2355.49426346373,2150.6388276686,1788.2394708879501,2008.1394009284802,1983.74397338352,1942.02732550466,1819.3387530116102,2203.8314824693803,2729.36433367388,2974.87050462151,3784.96813250665,4306.1889312388,4209.6415799323495,5034.04873016648,5644.12051830699,6272.776681806689,6468.771520932441,6508.656397512621,5177.347028499729,4967.75072208802,5308.52944394218,5501.39005285462,5246.15742406164
46,Comoros,COM,,,,,,,,,,,624.005595996547,558.743010746405,506.893074226611,512.386568964396,482.292407476007,493.83049471995,681.352514307796,805.153713740818,823.082611446719,775.323967282356,940.839180991824,904.116941123789,953.095403109592,911.9692469126089,621.670572870018,744.226020315179,718.563623923627,643.024391529177,634.4843740819219,643.695405968241,580.007347154094,613.001749125943,670.4303950819819,837.559023980866,951.0110584356698,962.349525993573,1004.45141291274,1108.00734882857,1239.55497211888,1200.23549692767,1170.84808241285,1283.3627778605999,1235.9192589116699,1327.36205062757,1333.63454457193,1093.64802245909,1124.0537273607902,1172.3063660678,1268.4098479230001,1228.46520754149
47,Cabo Verde,CPV,,,,,,,,,,,434.589900254506,429.68005097703696,405.05960240981597,381.9015532617,363.917184446551,372.950306408233,519.898518840136,646.008545010332,717.648386136488,718.999290157842,802.291719874411,812.0154296848821,877.188658810708,1175.5798572594001,938.785647931492,1093.5173282399498,1091.0925708471,1044.01655279827,1080.4322891472,1199.2008340957,1056.62868465352,1095.5236115962,1167.0172539284301,1517.53716499017,1698.4270310955098,1729.91071219734,1922.9149841717199,2651.34411176697,3063.9164221292303,2913.03222336779,2730.0285213081897,3048.30025179789,2811.0760300747997,2974.99751185784,2903.9039038448605,2497.36727551967,2575.6089996818,2698.99493296014,3005.0152825353102,2997.5147732021
48,Costa Rica,CRI,,504.519051944344,556.87744156905,677.210460825592,724.410836399423,818.612381410672,982.953383874861,1229.69054800541,1360.78960885352,1501.6587000012398,1742.6834911813098,852.204556572307,781.3976351562799,998.3367304447951,1168.3057015038,1237.0404342777902,1378.77880075727,1368.38506798485,1344.3367842047098,1486.79106107985,1634.3213531179501,2043.7416834525,2374.67587970768,2594.4653465860197,2800.60745103091,2995.4027243986498,2966.21883615761,3129.6389587363897,3294.0999484963204,3301.05503852901,3370.5493146607,3523.7241109957104,3591.99597958932,3686.4540388782298,3927.5339124256,4187.07220220226,4719.970982236429,5544.84109049792,6327.04657602114,6123.41287452901,7382.539511036859,8252.761077182231,9012.20724112103,9485.75632757188,9480.470074864592,10146.1713292564,10465.0669086801,10494.502871113,10712.7775585369,10791.985384961601
49,Caribbean small states,CSS,,,,,,,,,,,1883.8043797036398,2122.29773144322,2612.90505185575,2543.42128950187,2312.57544284231,2205.83446656437,1993.3759598248498,2060.20699691841,2241.5777680464103,2238.19674437267,2341.67259260331,2326.57075246599,2300.0894215113103,2539.01004804528,2608.57728208513,2998.8128145809696,3284.5380666561305,3751.96094982091,4037.6431117397797,4191.3872552058,4351.834305512671,4486.8958006640705,4673.2310942849,4867.36174898584,5387.93761620941,5866.048862376911,6561.13295606001,7345.101484587741,8377.973266969051,6924.24120880473,7417.839228774591,7553.20399487337,7872.52365694155,8208.21223957065,8506.46114310741,8607.129004351,7951.667729225341,8211.514527519159,8366.48247491338,8939.94308322087
50,Cuba,CUB,600.340370752736,715.907155526194,827.314345475776,998.5648701932159,1122.14668994053,1259.35441978554,1316.84378024493,1342.65204828317,1673.17574158479,1821.2540581855899,1829.38709913287,1835.6163185720898,1899.9739797393,2002.92324118749,2155.75289952186,2017.9523839727801,2123.5009334848,2189.31100762762,2361.2037020070898,2304.40684350495,2421.74119506148,2060.0539818144603,1876.30973071193,1897.7902648371103,2381.9947889362197,2486.8690077628,2027.86801750922,2048.34757861887,2078.00386212645,2270.35187667231,2421.0137541286103,2519.45210773997,2669.14804549774,2850.37161725969,3011.1323854219104,3372.22573606773,4167.78798904022,4513.49689908204,4744.51268391984,4854.72845520682,4997.40038482954,5372.45730591008,5704.8004141458805,6033.625016888511,6302.47599631041,6844.66966288126,7153.912863328091,,,
51,Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Cyprus,CYP,,,,,,,1020.52390321313,1327.07621036419,1728.78107735679,2280.96362627685,3752.5390111368797,3535.82709159301,3609.4419188531397,3535.4185159553003,3683.8733623405396,3872.01233016604,4800.85241802909,5701.69848387916,6516.386560566129,6875.10766720102,8252.58723948303,8303.62610770622,9676.52497404598,9012.625950805479,9935.977114905749,12442.990513646999,12308.7258582039,11471.839348195901,13506.7025640491,12437.6464992522,11346.179231536202,11973.773742064399,13316.001019575,17024.757881571102,19634.8390575119,20746.9149595667,22174.8980991125,25730.0005762013,30772.971010597998,28209.868515876802,26820.150695353903,29296.984022740697,25074.3467205584,23637.919506575297,22663.5913461,20144.0793468677,20580.50641282,22506.6255933586,24739.3717546147,24307.1084019286
54,Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,3103.68336318094,3635.19839245664,4544.86735210804,5080.665554003929,4614.5087426508,4958.00692810625,4787.64168338869,4584.8917455481605,5014.334036496911,6066.042937883921,7405.3201045839005,8763.865191565721,10124.414655896899,11313.8453200011,13673.361770631298,16828.292635547,14321.6293897706,14236.755779973,15448.5753163177,14335.4543639134,14514.349369335501,14288.172129364099,12908.3085344726,13487.1230369207,15325.7780375851,17411.918293863102,17342.7220810602
55,Germany,DEU,2398.50633410915,2757.51936434234,3282.53831400341,4350.98368313192,4827.999014176889,5307.14426977266,5662.00397215109,6549.164318249201,8115.5112143664,9603.21423515468,10276.112391216999,8553.76673258749,8266.36831927545,8257.31385463425,7829.718116453149,7938.39176250145,11333.8056981827,14000.745894991398,15186.937036995,15083.035618701499,18934.2178870254,19668.177985664,22186.413766371203,21283.628970261998,22531.0434537135,26437.6788809831,25448.2990923241,22431.582498984,22614.6136046965,22102.8741861335,19500.5512532395,19430.5603198348,20511.7025100247,24728.890435100402,28411.4388424889,28838.944004126402,30768.1855993548,35119.002598676205,37932.477839276,34720.8767749335,34850.2868674971,39513.8391578692,36963.3073537762,38937.2095359247,40302.2931855637,34695.285670395,35623.017376822005,37528.607321037096,40263.990413002,39093.1996326587
56,Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,768.971717186163,785.553563353638,771.147448797684,786.013766865844,788.064597076539,758.693594695775,747.733536898048,736.861621517235,753.2729285475281,760.5107419799001,767.53940386077,779.31618909567,810.5452225887531,850.312551910339,884.0545905350349,935.205328048327,980.722833303237,1119.4661807216198,1090.6929448507499,1073.8761231775,1186.59678725295,1282.77765559354,1877.08380259066,2215.0710416788697,2470.2929144288,2554.09306478277,2598.76301857585,2899.050436472,2923.0178442371503
57,Dominica,DMA,,,,,,,,,,,935.655026482048,1057.21976000421,1152.26391788313,1269.10882852135,1391.44311356289,1532.18618741316,1755.80900507306,2001.6651458433398,2291.9838196501896,2454.98900340034,2663.98248084919,2857.39534711004,3047.0690963972697,3207.0138355896697,3384.3725008621996,3497.9099917286,3673.2649831358503,3843.79322532444,4123.5133879060495,4125.92392802164,3977.92785169721,4202.34702786581,4041.9575851777795,4179.10962599669,4363.87788765104,4353.43557302924,4840.31675563649,5142.06837024435,5589.14565350236,5804.88966132811,5822.339979042471,5653.79111081292,5382.233603043929,5626.75040854974,5963.358837878271,6138.98729482223,6753.917868280761,6062.27005398084,6555.31597676849,6767.69522342189
58,Denmark,DNK,2935.3305958333503,3244.3298333759003,3932.70006707262,5284.5156874436,5738.165059112221,6808.398771151171,7552.9318844539,8450.47386480583,10257.3837178325,11787.1457521546,11607.093473005601,9899.98922040663,9627.87109943585,9690.278773639251,9427.30212665621,9981.35302677381,14188.3550716276,17596.591268700602,18376.6347183469,17652.7675419708,21591.2662897146,21579.1861015147,23778.1581789657,22232.3479026305,24351.3320180916,28807.179878544102,29026.9323170256,26711.806467054303,27337.046085140097,27413.118349543598,24679.837054786298,24863.4406529279,26836.8596412694,32685.8579562186,38019.4051423645,40231.4773700949,43175.3090711609,47952.94795864481,52194.9876540946,47558.8839258763,48009.835009102404,51277.244701569296,48730.6721763821,51895.7911851586,53744.9900305491,45797.382890389,46789.8616713377,48687.2120684181,52447.8442706525,51806.7364276828
59,Dominican Republic,DOM,,343.957472467601,406.837542851331,458.250421364331,554.723948976536,666.34812974203,712.710010581895,794.729153176479,824.880906089437,933.555365142582,1048.7449978006698,1115.4624270254499,1210.10116128115,1275.5564838610699,1493.8243288427302,695.0431040704581,849.8526234073249,781.794249577712,692.982573689566,861.127773330403,901.170235014897,1223.0653760739501,1415.95265704561,1562.6219378337803,1739.0692209760598,1919.7481803558103,2104.19861081718,2296.52556874158,2469.8838173763397,2471.48929517005,2664.35802595298,2782.85224631158,2894.1107964317894,2140.58107263892,2148.3986474779604,3540.3926866316497,3685.6491354445793,4192.95449284219,4692.172532839149,4652.80049958495,5114.51370822727,5424.91210413558,5597.93377321379,5620.0818343089695,5941.48400814366,6309.33259133486,6600.72450519579,6828.6284410743,7204.533418883259,7406.01631941455
60,Algeria,DZA,278.982599142896,291.070736328006,371.58881203844396,451.606373883513,596.411844448739,703.5083665963859,753.746958880407,819.924455088657,1053.97150971328,1054.50239861208,1441.9906932544598,1597.78880011989,1642.40245241124,1762.16399098784,1912.29828283737,2009.3342530149803,2253.94745210025,2256.42536469083,1940.1696439818302,1755.76144312626,1862.62328337899,1351.37113056754,1422.7593819150102,1430.86300869763,1179.34192850086,1117.1823622594302,1188.72342031056,1240.37892764659,1284.09593402627,1218.57111881519,1278.84996675612,1316.46679882173,1325.32866565848,1526.76715800011,1874.58989409228,2064.3384938403897,2299.16208194292,2773.50898645016,3455.42131898055,2944.3613632000897,3419.2139951448803,3983.9258137951897,4080.3950100025395,4053.40280054043,4116.2770827993,3292.0444686363694,3280.32176000906,3313.94511446542,3219.9750065662397,3114.08073043678
61,East Asia & Pacific (excluding high income),EAP,101.55786648810499,106.70029196668699,116.73129602160499,143.322623474653,153.351592924382,167.161163457852,163.189536268614,185.283399078483,177.196235183705,190.19093726193,213.26177199567402,228.165570684468,242.401675755943,251.516196472296,270.038901625638,293.61919476403096,286.535203131366,268.946652089287,306.352238914835,334.267601896425,348.29344153204005,380.33775269839,421.771453795778,456.325917593477,544.62720940313,657.7899636039369,743.877858591398,760.055391214504,683.268815834904,744.7714190530901,806.506163820571,845.4145419610601,937.056417769211,1051.19436618072,1193.7706047218198,1356.29382359808,1617.1789006021,2028.3356977594897,2499.86781604677,2749.79321292953,3232.41945875422,3791.17147504726,4303.0885334185705,4693.263271596479,5078.97899530901,5273.55205235144,5407.82213549067,5924.4886019,6518.47283405428,6718.7536140422
62,Early-demographic dividend,EAR,201.434253385635,211.777535935771,226.36735595191502,276.803389560004,359.012353773501,379.399240280778,393.09651088007996,421.748059764973,464.046240045636,518.933777647459,635.860940344081,712.152164424015,677.1866914515821,663.117664688168,641.057911837745,647.272844487446,645.592031374483,627.992146274961,656.894128259552,644.422511271873,735.3981568180741,775.402560801414,840.7255204000951,910.490025962455,938.1849418092698,928.996641111504,989.5882634670261,1046.4739103850802,1023.77459369611,1053.48451125981,1112.97372460893,1084.39535059481,1036.75305541527,1122.79102280461,1271.24955495003,1443.71262972672,1632.05010930005,1922.8886631073801,2114.3954558597898,2053.93127271124,2451.9842202038,2679.32839969207,2771.22753190556,2790.4004746673604,2879.11950295407,2807.0994401621197,2841.8058185403,3022.35412880133,3027.1922537370697,3076.4679295914398
63,East Asia & Pacific,EAS,272.838977110266,294.867065315987,355.225336764586,457.59655072008303,510.214973390196,549.438345260797,590.163478268485,692.106288134868,869.3442347080099,909.8780691605141,954.1445051603191,1034.6354541425999,1000.59367626434,1051.68079113363,1105.2888847131699,1156.0226260745,1487.08726890141,1700.8615806338098,2028.15193929827,2068.14015882112,2112.86275133107,2342.7787721975196,2500.0026509978698,2752.5073997569,3043.3468993523998,3439.29005617201,3274.6777912225,3071.97423133313,2688.55392804012,2986.7196594224297,3207.75143470579,2960.1023432181896,2993.38752147278,3296.0314096930797,3676.53646760504,3879.9810097654104,4094.69630680823,4568.387362225621,5176.554533204079,5347.32069358317,6182.02664499696,7017.4348833246395,7583.3561103419,7616.642307015991,7848.95058422785,7793.24058327033,8066.543645690291,8618.05795064284,9261.76542018544,9419.89789652015
64,Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,1381.2339221889401,1340.92134336385,1104.11170844115,1232.47938918706,1350.6650800306,1440.5337498805402,1426.25134021868,1242.83974083759,1392.78220105637,1361.06140819432,1562.8547807121802,1973.8951459105604,2661.68639383468,3382.1812299586104,4139.43617496502,5451.25962568919,6680.31075448021,5222.70127476011,6225.48403681079,7591.82287572553,8028.026182126809,8492.613762933459,7877.1519479861,6092.040716000661,5778.9135072687795,6396.1596516315,6481.97853237787,6607.041264475551
